"","neighborhood","ofns_desc","count"
"2566","Upper East Side","SEX CRIMES",562
"2567","Upper East Side","THEFT OF SERVICES",13
"2568","Upper East Side","THEFT-FRAUD",900
"2569","Upper East Side","UNAUTHORIZED USE OF A VEHICLE",83
"2570","Upper East Side","VEHICLE AND TRAFFIC LAWS",630
"2571","Upper West Side","ADMINISTRATIVE CODE",31
"2572","Upper West Side","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",8
"2573","Upper West Side","ALCOHOLIC BEVERAGE CONTROL LAW",1
"2574","Upper West Side","ANTICIPATORY OFFENSES",1
"2575","Upper West Side","ARSON",40
"2576","Upper West Side","ASSAULT 3 & RELATED OFFENSES",3586
"2577","Upper West Side","BURGLAR'S TOOLS",33
"2578","Upper West Side","BURGLARY",1536
"2579","Upper West Side","CHILD ABANDONMENT/NON SUPPORT",3
"2580","Upper West Side","CRIMINAL MISCHIEF & RELATED OF",4541
"2581","Upper West Side","CRIMINAL TRESPASS",212
"2582","Upper West Side","DANGEROUS DRUGS",613
"2583","Upper West Side","DANGEROUS WEAPONS",273
"2584","Upper West Side","DISORDERLY CONDUCT",1
"2585","Upper West Side","FELONY ASSAULT",1403
"2586","Upper West Side","FORGERY",476
"2587","Upper West Side","FRAUDS",632
"2588","Upper West Side","FRAUDULENT ACCOSTING",15
"2589","Upper West Side","GAMBLING",24
"2590","Upper West Side","GRAND LARCENY",7047
"2591","Upper West Side","GRAND LARCENY OF MOTOR VEHICLE",682
"2592","Upper West Side","HARRASSMENT 2",6984
"2593","Upper West Side","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2594","Upper West Side","INTOXICATED & IMPAIRED DRIVING",156
"2595","Upper West Side","JOSTLING",1
"2596","Upper West Side","KIDNAPPING & RELATED OFFENSES",7
"2597","Upper West Side","LOITERING/GAMBLING (CARDS, DIC",2
"2598","Upper West Side","MISCELLANEOUS PENAL LAW",849
"2599","Upper West Side","MURDER & NON-NEGL. MANSLAUGHTER",16
"2600","Upper West Side","NEW YORK CITY HEALTH CODE",1
"2601","Upper West Side","NYS LAWS-UNCLASSIFIED FELONY",9
"2602","Upper West Side","NYS LAWS-UNCLASSIFIED VIOLATION",1
"2603","Upper West Side","OFF. AGNST PUB ORD SENSBLTY &",1229
"2604","Upper West Side","OFFENSES AGAINST PUBLIC ADMINI",508
"2605","Upper West Side","OFFENSES AGAINST PUBLIC SAFETY",6
"2606","Upper West Side","OFFENSES AGAINST THE PERSON",146
"2607","Upper West Side","OFFENSES INVOLVING FRAUD",93
"2608","Upper West Side","OFFENSES RELATED TO CHILDREN",1
"2609","Upper West Side","OTHER OFFENSES RELATED TO THEF",142
"2610","Upper West Side","OTHER STATE LAWS",1
"2611","Upper West Side","OTHER STATE LAWS (NON PENAL LA",18
"2612","Upper West Side","PETIT LARCENY",16936
"2613","Upper West Side","PETIT LARCENY OF MOTOR VEHICLE",12
"2614","Upper West Side","POSSESSION OF STOLEN PROPERTY",124
"2615","Upper West Side","PROSTITUTION & RELATED OFFENSES",1
"2616","Upper West Side","RAPE",115
"2617","Upper West Side","ROBBERY",1427
"2618","Upper West Side","SEX CRIMES",637
"2619","Upper West Side","THEFT OF SERVICES",34
"2620","Upper West Side","THEFT-FRAUD",741
"2621","Upper West Side","UNAUTHORIZED USE OF A VEHICLE",84
"2622","Upper West Side","VEHICLE AND TRAFFIC LAWS",455
"2623","Washington Heights/Inwood","ADMINISTRATIVE CODE",109
"2624","Washington Heights/Inwood","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",17
"2625","Washington Heights/Inwood","ALCOHOLIC BEVERAGE CONTROL LAW",22
"2626","Washington Heights/Inwood","ANTICIPATORY OFFENSES",4
"2627","Washington Heights/Inwood","ARSON",91
"2628","Washington Heights/Inwood","ASSAULT 3 & RELATED OFFENSES",6321
"2629","Washington Heights/Inwood","BURGLAR'S TOOLS",31
"2630","Washington Heights/Inwood","BURGLARY",1702
"2631","Washington Heights/Inwood","CANNABIS RELATED OFFENSES",7
"2632","Washington Heights/Inwood","CHILD ABANDONMENT/NON SUPPORT",2
"2633","Washington Heights/Inwood","CRIMINAL MISCHIEF & RELATED OF",5982
"2634","Washington Heights/Inwood","CRIMINAL TRESPASS",226
"2635","Washington Heights/Inwood","DANGEROUS DRUGS",2029
"2636","Washington Heights/Inwood","DANGEROUS WEAPONS",883
"2637","Washington Heights/Inwood","DISORDERLY CONDUCT",2
"2638","Washington Heights/Inwood","ENDAN WELFARE INCOMP",4
"2639","Washington Heights/Inwood","ESCAPE 3",2
"2640","Washington Heights/Inwood","FELONY ASSAULT",3059
"2641","Washington Heights/Inwood","FORGERY",459
"2642","Washington Heights/Inwood","FRAUDS",172
"2643","Washington Heights/Inwood","GAMBLING",7
"2644","Washington Heights/Inwood","GRAND LARCENY",5038
"2645","Washington Heights/Inwood","GRAND LARCENY OF MOTOR VEHICLE",1309
"2646","Washington Heights/Inwood","HARRASSMENT 2",8288
"2647","Washington Heights/Inwood","HOMICIDE-NEGLIGENT-VEHICLE",1
"2648","Washington Heights/Inwood","INTOXICATED & IMPAIRED DRIVING",698
"2649","Washington Heights/Inwood","INTOXICATED/IMPAIRED DRIVING",1
"2650","Washington Heights/Inwood","JOSTLING",1
"2651","Washington Heights/Inwood","KIDNAPPING & RELATED OFFENSES",25
"2652","Washington Heights/Inwood","LOITERING/GAMBLING (CARDS, DIC",1
"2653","Washington Heights/Inwood","MISCELLANEOUS PENAL LAW",1398
"2654","Washington Heights/Inwood","MURDER & NON-NEGL. MANSLAUGHTER",45
"2655","Washington Heights/Inwood","NYS LAWS-UNCLASSIFIED FELONY",37
"2656","Washington Heights/Inwood","OFF. AGNST PUB ORD SENSBLTY &",2175
"2657","Washington Heights/Inwood","OFFENSES AGAINST PUBLIC ADMINI",1003
"2658","Washington Heights/Inwood","OFFENSES AGAINST PUBLIC SAFETY",26
"2659","Washington Heights/Inwood","OFFENSES AGAINST THE PERSON",249
"2660","Washington Heights/Inwood","OFFENSES INVOLVING FRAUD",330
"2661","Washington Heights/Inwood","OFFENSES RELATED TO CHILDREN",7
"2662","Washington Heights/Inwood","OTHER OFFENSES RELATED TO THEF",148
"2663","Washington Heights/Inwood","OTHER STATE LAWS",7
"2664","Washington Heights/Inwood","OTHER STATE LAWS (NON PENAL LA",26
"2665","Washington Heights/Inwood","PETIT LARCENY",11969
"2666","Washington Heights/Inwood","PETIT LARCENY OF MOTOR VEHICLE",4
"2667","Washington Heights/Inwood","POSSESSION OF STOLEN PROPERTY",271
"2668","Washington Heights/Inwood","PROSTITUTION & RELATED OFFENSES",3
"2669","Washington Heights/Inwood","RAPE",164
"2670","Washington Heights/Inwood","ROBBERY",2285
"2671","Washington Heights/Inwood","SEX CRIMES",659
"2672","Washington Heights/Inwood","THEFT OF SERVICES",19
"2673","Washington Heights/Inwood","THEFT-FRAUD",542
"2674","Washington Heights/Inwood","UNAUTHORIZED USE OF A VEHICLE",129
"2675","Washington Heights/Inwood","VEHICLE AND TRAFFIC LAWS",1073
"2676","Williamsbridge/Baychester","(null)",2
"2677","Williamsbridge/Baychester","ADMINISTRATIVE CODE",251
"2678","Williamsbridge/Baychester","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",20
"2679","Williamsbridge/Baychester","ALCOHOLIC BEVERAGE CONTROL LAW",40
"2680","Williamsbridge/Baychester","ANTICIPATORY OFFENSES",2
"2681","Williamsbridge/Baychester","ARSON",139
"2682","Williamsbridge/Baychester","ASSAULT 3 & RELATED OFFENSES",8339
"2683","Williamsbridge/Baychester","BURGLAR'S TOOLS",8
"2684","Williamsbridge/Baychester","BURGLARY",1641
"2685","Williamsbridge/Baychester","CANNABIS RELATED OFFENSES",1
"2686","Williamsbridge/Baychester","CHILD ABANDONMENT/NON SUPPORT",7
"2687","Williamsbridge/Baychester","CRIMINAL MISCHIEF & RELATED OF",6536
"2688","Williamsbridge/Baychester","CRIMINAL TRESPASS",271
"2689","Williamsbridge/Baychester","DANGEROUS DRUGS",1305
"2690","Williamsbridge/Baychester","DANGEROUS WEAPONS",978
"2691","Williamsbridge/Baychester","DISORDERLY CONDUCT",2
"2692","Williamsbridge/Baychester","ENDAN WELFARE INCOMP",2
"2693","Williamsbridge/Baychester","ESCAPE 3",1
"2694","Williamsbridge/Baychester","FELONY ASSAULT",4239
"2695","Williamsbridge/Baychester","FORGERY",533
"2696","Williamsbridge/Baychester","FRAUDS",158
"2697","Williamsbridge/Baychester","GAMBLING",2
"2698","Williamsbridge/Baychester","GRAND LARCENY",3452
"2699","Williamsbridge/Baychester","GRAND LARCENY OF MOTOR VEHICLE",1951
"2700","Williamsbridge/Baychester","HARRASSMENT 2",10676
"2701","Williamsbridge/Baychester","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"2702","Williamsbridge/Baychester","INTOXICATED & IMPAIRED DRIVING",730
"2703","Williamsbridge/Baychester","JOSTLING",1
"2704","Williamsbridge/Baychester","KIDNAPPING & RELATED OFFENSES",29
"2705","Williamsbridge/Baychester","LOITERING/GAMBLING (CARDS, DIC",1
"2706","Williamsbridge/Baychester","MISCELLANEOUS PENAL LAW",1448
"2707","Williamsbridge/Baychester","MURDER & NON-NEGL. MANSLAUGHTER",49
"2708","Williamsbridge/Baychester","NEW YORK CITY HEALTH CODE",1
"2709","Williamsbridge/Baychester","NYS LAWS-UNCLASSIFIED FELONY",76
"2710","Williamsbridge/Baychester","NYS LAWS-UNCLASSIFIED VIOLATION",1
"2711","Williamsbridge/Baychester","OFF. AGNST PUB ORD SENSBLTY &",2611
"2712","Williamsbridge/Baychester","OFFENSES AGAINST PUBLIC ADMINI",1584
"2713","Williamsbridge/Baychester","OFFENSES AGAINST PUBLIC SAFETY",21
"2714","Williamsbridge/Baychester","OFFENSES AGAINST THE PERSON",118
"2715","Williamsbridge/Baychester","OFFENSES INVOLVING FRAUD",240
"2716","Williamsbridge/Baychester","OTHER OFFENSES RELATED TO THEF",104
"2717","Williamsbridge/Baychester","OTHER STATE LAWS (NON PENAL LA",50
"2718","Williamsbridge/Baychester","PETIT LARCENY",7100
"2719","Williamsbridge/Baychester","PETIT LARCENY OF MOTOR VEHICLE",3
"2720","Williamsbridge/Baychester","POSSESSION OF STOLEN PROPERTY",184
"2721","Williamsbridge/Baychester","PROSTITUTION & RELATED OFFENSES",20
"2722","Williamsbridge/Baychester","RAPE",254
"2723","Williamsbridge/Baychester","ROBBERY",2284
"2724","Williamsbridge/Baychester","SEX CRIMES",678
"2725","Williamsbridge/Baychester","THEFT OF SERVICES",6
"2726","Williamsbridge/Baychester","THEFT-FRAUD",205
"2727","Williamsbridge/Baychester","UNAUTHORIZED USE OF A VEHICLE",164
"2728","Williamsbridge/Baychester","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"2729","Williamsbridge/Baychester","VEHICLE AND TRAFFIC LAWS",1048
"2730","Williamsburg/Greenpoint","(null)",4
"2731","Williamsburg/Greenpoint","ADMINISTRATIVE CODE",81
"2732","Williamsburg/Greenpoint","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",12
"2733","Williamsburg/Greenpoint","ALCOHOLIC BEVERAGE CONTROL LAW",1
"2734","Williamsburg/Greenpoint","ARSON",91
"2735","Williamsburg/Greenpoint","ASSAULT 3 & RELATED OFFENSES",5189
"2736","Williamsburg/Greenpoint","BURGLAR'S TOOLS",57
"2737","Williamsburg/Greenpoint","BURGLARY",2740
"2738","Williamsburg/Greenpoint","CANNABIS RELATED OFFENSES",3
"2739","Williamsburg/Greenpoint","CHILD ABANDONMENT/NON SUPPORT",3
"2740","Williamsburg/Greenpoint","CRIMINAL MISCHIEF & RELATED OF",6703
"2741","Williamsburg/Greenpoint","CRIMINAL TRESPASS",402
"2742","Williamsburg/Greenpoint","DANGEROUS DRUGS",1256
"2743","Williamsburg/Greenpoint","DANGEROUS WEAPONS",697
"2744","Williamsburg/Greenpoint","DISORDERLY CONDUCT",2
"2745","Williamsburg/Greenpoint","ENDAN WELFARE INCOMP",1
"2746","Williamsburg/Greenpoint","ESCAPE 3",2
"2747","Williamsburg/Greenpoint","FELONY ASSAULT",2103
"2748","Williamsburg/Greenpoint","FELONY SEX CRIMES",1
"2749","Williamsburg/Greenpoint","FORGERY",463
"2750","Williamsburg/Greenpoint","FRAUDS",305
"2751","Williamsburg/Greenpoint","FRAUDULENT ACCOSTING",1
"2752","Williamsburg/Greenpoint","GAMBLING",6
"2753","Williamsburg/Greenpoint","GRAND LARCENY",6567
"2754","Williamsburg/Greenpoint","GRAND LARCENY OF MOTOR VEHICLE",1421
"2755","Williamsburg/Greenpoint","HARRASSMENT 2",8887
"2756","Williamsburg/Greenpoint","HOMICIDE-NEGLIGENT-VEHICLE",1
"2757","Williamsburg/Greenpoint","INTOXICATED & IMPAIRED DRIVING",481
"2758","Williamsburg/Greenpoint","JOSTLING",1
"2759","Williamsburg/Greenpoint","KIDNAPPING",3
"2760","Williamsburg/Greenpoint","KIDNAPPING & RELATED OFFENSES",17
"2761","Williamsburg/Greenpoint","LOITERING/GAMBLING (CARDS, DIC",2
"2762","Williamsburg/Greenpoint","MISCELLANEOUS PENAL LAW",1966
"2763","Williamsburg/Greenpoint","MURDER & NON-NEGL. MANSLAUGHTER",15
"2764","Williamsburg/Greenpoint","NYS LAWS-UNCLASSIFIED FELONY",44
"2765","Williamsburg/Greenpoint","NYS LAWS-UNCLASSIFIED VIOLATION",1
"2766","Williamsburg/Greenpoint","OFF. AGNST PUB ORD SENSBLTY &",2309
"2767","Williamsburg/Greenpoint","OFFENSES AGAINST PUBLIC ADMINI",461
"2768","Williamsburg/Greenpoint","OFFENSES AGAINST PUBLIC SAFETY",3
"2769","Williamsburg/Greenpoint","OFFENSES AGAINST THE PERSON",146
"2770","Williamsburg/Greenpoint","OFFENSES INVOLVING FRAUD",85
"2771","Williamsburg/Greenpoint","OTHER OFFENSES RELATED TO THEF",188
"2772","Williamsburg/Greenpoint","OTHER STATE LAWS",2
"2773","Williamsburg/Greenpoint","OTHER STATE LAWS (NON PENAL LA",28
"2774","Williamsburg/Greenpoint","OTHER STATE LAWS (NON PENAL LAW)",1
"2775","Williamsburg/Greenpoint","PETIT LARCENY",11916
"2776","Williamsburg/Greenpoint","PETIT LARCENY OF MOTOR VEHICLE",22
"2777","Williamsburg/Greenpoint","POSSESSION OF STOLEN PROPERTY",209
"2778","Williamsburg/Greenpoint","PROSTITUTION & RELATED OFFENSES",2
"2779","Williamsburg/Greenpoint","RAPE",149
"2780","Williamsburg/Greenpoint","ROBBERY",1578
"2781","Williamsburg/Greenpoint","SEX CRIMES",649
"2782","Williamsburg/Greenpoint","THEFT OF SERVICES",7
"2783","Williamsburg/Greenpoint","THEFT-FRAUD",514
"2784","Williamsburg/Greenpoint","UNAUTHORIZED USE OF A VEHICLE",200
"2785","Williamsburg/Greenpoint","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"2786","Williamsburg/Greenpoint","VEHICLE AND TRAFFIC LAWS",1137
"2787",NA,"MURDER & NON-NEGL. MANSLAUGHTER",28
