"","neighborhood","ofns_desc","count"
"910","Flatbush","THEFT-FRAUD",399
"911","Flatbush","UNAUTHORIZED USE OF A VEHICLE",132
"912","Flatbush","VEHICLE AND TRAFFIC LAWS",756
"913","Flatlands/Canarsie","ADMINISTRATIVE CODE",159
"914","Flatlands/Canarsie","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",21
"915","Flatlands/Canarsie","ALCOHOLIC BEVERAGE CONTROL LAW",3
"916","Flatlands/Canarsie","ARSON",76
"917","Flatlands/Canarsie","ASSAULT 3 & RELATED OFFENSES",4873
"918","Flatlands/Canarsie","BURGLAR'S TOOLS",28
"919","Flatlands/Canarsie","BURGLARY",1143
"920","Flatlands/Canarsie","CANNABIS RELATED OFFENSES",1
"921","Flatlands/Canarsie","CHILD ABANDONMENT/NON SUPPORT",1
"922","Flatlands/Canarsie","CRIMINAL MISCHIEF & RELATED OF",5030
"923","Flatlands/Canarsie","CRIMINAL TRESPASS",259
"924","Flatlands/Canarsie","DANGEROUS DRUGS",794
"925","Flatlands/Canarsie","DANGEROUS WEAPONS",939
"926","Flatlands/Canarsie","DISORDERLY CONDUCT",3
"927","Flatlands/Canarsie","DISRUPTION OF A RELIGIOUS SERV",1
"928","Flatlands/Canarsie","ENDAN WELFARE INCOMP",2
"929","Flatlands/Canarsie","ESCAPE 3",1
"930","Flatlands/Canarsie","FELONY ASSAULT",2129
"931","Flatlands/Canarsie","FELONY SEX CRIMES",2
"932","Flatlands/Canarsie","FORGERY",796
"933","Flatlands/Canarsie","FRAUDS",245
"934","Flatlands/Canarsie","GAMBLING",13
"935","Flatlands/Canarsie","GRAND LARCENY",4318
"936","Flatlands/Canarsie","GRAND LARCENY OF MOTOR VEHICLE",1078
"937","Flatlands/Canarsie","HARRASSMENT 2",8962
"938","Flatlands/Canarsie","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"939","Flatlands/Canarsie","INTOXICATED & IMPAIRED DRIVING",625
"940","Flatlands/Canarsie","INTOXICATED/IMPAIRED DRIVING",1
"941","Flatlands/Canarsie","KIDNAPPING & RELATED OFFENSES",12
"942","Flatlands/Canarsie","LOITERING/GAMBLING (CARDS, DIC",1
"943","Flatlands/Canarsie","MISCELLANEOUS PENAL LAW",2259
"944","Flatlands/Canarsie","MURDER & NON-NEGL. MANSLAUGHTER",31
"945","Flatlands/Canarsie","NYS LAWS-UNCLASSIFIED FELONY",68
"946","Flatlands/Canarsie","NYS LAWS-UNCLASSIFIED VIOLATION",2
"947","Flatlands/Canarsie","OFF. AGNST PUB ORD SENSBLTY &",2519
"948","Flatlands/Canarsie","OFFENSES AGAINST PUBLIC ADMINI",462
"949","Flatlands/Canarsie","OFFENSES AGAINST PUBLIC SAFETY",9
"950","Flatlands/Canarsie","OFFENSES AGAINST THE PERSON",143
"951","Flatlands/Canarsie","OFFENSES INVOLVING FRAUD",205
"952","Flatlands/Canarsie","OFFENSES RELATED TO CHILDREN",5
"953","Flatlands/Canarsie","OTHER OFFENSES RELATED TO THEF",105
"954","Flatlands/Canarsie","OTHER STATE LAWS",2
"955","Flatlands/Canarsie","OTHER STATE LAWS (NON PENAL LA",55
"956","Flatlands/Canarsie","PETIT LARCENY",8870
"957","Flatlands/Canarsie","PETIT LARCENY OF MOTOR VEHICLE",1
"958","Flatlands/Canarsie","POSSESSION OF STOLEN PROPERTY",231
"959","Flatlands/Canarsie","PROSTITUTION & RELATED OFFENSES",1
"960","Flatlands/Canarsie","RAPE",168
"961","Flatlands/Canarsie","ROBBERY",1181
"962","Flatlands/Canarsie","SEX CRIMES",647
"963","Flatlands/Canarsie","THEFT OF SERVICES",1
"964","Flatlands/Canarsie","THEFT-FRAUD",390
"965","Flatlands/Canarsie","UNAUTHORIZED USE OF A VEHICLE",450
"966","Flatlands/Canarsie","VEHICLE AND TRAFFIC LAWS",1068
"967","Flushing/Whitestone","ADMINISTRATIVE CODE",82
"968","Flushing/Whitestone","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",9
"969","Flushing/Whitestone","ANTICIPATORY OFFENSES",2
"970","Flushing/Whitestone","ARSON",58
"971","Flushing/Whitestone","ASSAULT 3 & RELATED OFFENSES",4726
"972","Flushing/Whitestone","BURGLAR'S TOOLS",79
"973","Flushing/Whitestone","BURGLARY",2398
"974","Flushing/Whitestone","CANNABIS RELATED OFFENSES",1
"975","Flushing/Whitestone","CHILD ABANDONMENT/NON SUPPORT",2
"976","Flushing/Whitestone","CRIMINAL MISCHIEF & RELATED OF",4801
"977","Flushing/Whitestone","CRIMINAL TRESPASS",354
"978","Flushing/Whitestone","DANGEROUS DRUGS",467
"979","Flushing/Whitestone","DANGEROUS WEAPONS",268
"980","Flushing/Whitestone","DISORDERLY CONDUCT",5
"981","Flushing/Whitestone","ENDAN WELFARE INCOMP",3
"982","Flushing/Whitestone","ESCAPE 3",1
"983","Flushing/Whitestone","FELONY ASSAULT",1603
"984","Flushing/Whitestone","FORGERY",491
"985","Flushing/Whitestone","FRAUDS",243
"986","Flushing/Whitestone","GAMBLING",11
"987","Flushing/Whitestone","GRAND LARCENY",6281
"988","Flushing/Whitestone","GRAND LARCENY OF MOTOR VEHICLE",1023
"989","Flushing/Whitestone","HARRASSMENT 2",8240
"990","Flushing/Whitestone","INTOXICATED & IMPAIRED DRIVING",394
"991","Flushing/Whitestone","JOSTLING",9
"992","Flushing/Whitestone","KIDNAPPING",1
"993","Flushing/Whitestone","KIDNAPPING & RELATED OFFENSES",9
"994","Flushing/Whitestone","LOITERING/GAMBLING (CARDS, DIC",1
"995","Flushing/Whitestone","MISCELLANEOUS PENAL LAW",1549
"996","Flushing/Whitestone","MURDER & NON-NEGL. MANSLAUGHTER",20
"997","Flushing/Whitestone","NYS LAWS-UNCLASSIFIED FELONY",32
"998","Flushing/Whitestone","OFF. AGNST PUB ORD SENSBLTY &",1433
"999","Flushing/Whitestone","OFFENSES AGAINST PUBLIC ADMINI",178
"1000","Flushing/Whitestone","OFFENSES AGAINST PUBLIC SAFETY",3
"1001","Flushing/Whitestone","OFFENSES AGAINST THE PERSON",63
"1002","Flushing/Whitestone","OFFENSES INVOLVING FRAUD",100
"1003","Flushing/Whitestone","OTHER OFFENSES RELATED TO THEF",166
"1004","Flushing/Whitestone","OTHER STATE LAWS",1
"1005","Flushing/Whitestone","OTHER STATE LAWS (NON PENAL LA",23
"1006","Flushing/Whitestone","OTHER TRAFFIC INFRACTION",2
"1007","Flushing/Whitestone","PETIT LARCENY",13012
"1008","Flushing/Whitestone","PETIT LARCENY OF MOTOR VEHICLE",22
"1009","Flushing/Whitestone","POSSESSION OF STOLEN PROPERTY",106
"1010","Flushing/Whitestone","PROSTITUTION & RELATED OFFENSES",9
"1011","Flushing/Whitestone","RAPE",165
"1012","Flushing/Whitestone","ROBBERY",1267
"1013","Flushing/Whitestone","SEX CRIMES",608
"1014","Flushing/Whitestone","THEFT OF SERVICES",6
"1015","Flushing/Whitestone","THEFT-FRAUD",359
"1016","Flushing/Whitestone","UNAUTHORIZED USE OF A VEHICLE",226
"1017","Flushing/Whitestone","VEHICLE AND TRAFFIC LAWS",794
"1018","Greenwich Village/Financial District","(null)",2
"1019","Greenwich Village/Financial District","ADMINISTRATIVE CODE",35
"1020","Greenwich Village/Financial District","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",4
"1021","Greenwich Village/Financial District","ANTICIPATORY OFFENSES",3
"1022","Greenwich Village/Financial District","ARSON",38
"1023","Greenwich Village/Financial District","ASSAULT 3 & RELATED OFFENSES",5068
"1024","Greenwich Village/Financial District","BURGLAR'S TOOLS",136
"1025","Greenwich Village/Financial District","BURGLARY",2446
"1026","Greenwich Village/Financial District","CHILD ABANDONMENT/NON SUPPORT",1
"1027","Greenwich Village/Financial District","CRIMINAL MISCHIEF & RELATED OF",5261
"1028","Greenwich Village/Financial District","CRIMINAL TRESPASS",517
"1029","Greenwich Village/Financial District","DANGEROUS DRUGS",1752
"1030","Greenwich Village/Financial District","DANGEROUS WEAPONS",432
"1031","Greenwich Village/Financial District","DISORDERLY CONDUCT",3
"1032","Greenwich Village/Financial District","ESCAPE 3",3
"1033","Greenwich Village/Financial District","FELONY ASSAULT",1495
"1034","Greenwich Village/Financial District","FELONY SEX CRIMES",1
"1035","Greenwich Village/Financial District","FORGERY",456
"1036","Greenwich Village/Financial District","FRAUDS",495
"1037","Greenwich Village/Financial District","FRAUDULENT ACCOSTING",97
"1038","Greenwich Village/Financial District","GAMBLING",1
"1039","Greenwich Village/Financial District","GRAND LARCENY",11976
"1040","Greenwich Village/Financial District","GRAND LARCENY OF MOTOR VEHICLE",492
"1041","Greenwich Village/Financial District","HARRASSMENT 2",6722
"1042","Greenwich Village/Financial District","INTOXICATED & IMPAIRED DRIVING",178
"1043","Greenwich Village/Financial District","JOSTLING",27
"1044","Greenwich Village/Financial District","KIDNAPPING & RELATED OFFENSES",4
"1045","Greenwich Village/Financial District","MISCELLANEOUS PENAL LAW",858
"1046","Greenwich Village/Financial District","MURDER & NON-NEGL. MANSLAUGHTER",8
"1047","Greenwich Village/Financial District","NEW YORK CITY HEALTH CODE",2
"1048","Greenwich Village/Financial District","NYS LAWS-UNCLASSIFIED FELONY",15
"1049","Greenwich Village/Financial District","OFF. AGNST PUB ORD SENSBLTY &",2692
"1050","Greenwich Village/Financial District","OFFENSES AGAINST PUBLIC ADMINI",767
"1051","Greenwich Village/Financial District","OFFENSES AGAINST PUBLIC SAFETY",4
"1052","Greenwich Village/Financial District","OFFENSES AGAINST THE PERSON",123
"1053","Greenwich Village/Financial District","OFFENSES INVOLVING FRAUD",249
"1054","Greenwich Village/Financial District","OTHER OFFENSES RELATED TO THEF",236
"1055","Greenwich Village/Financial District","OTHER STATE LAWS (NON PENAL LA",21
"1056","Greenwich Village/Financial District","PETIT LARCENY",23225
"1057","Greenwich Village/Financial District","PETIT LARCENY OF MOTOR VEHICLE",5
"1058","Greenwich Village/Financial District","POSSESSION OF STOLEN PROPERTY",284
"1059","Greenwich Village/Financial District","PROSTITUTION & RELATED OFFENSES",2
"1060","Greenwich Village/Financial District","RAPE",154
"1061","Greenwich Village/Financial District","ROBBERY",1668
"1062","Greenwich Village/Financial District","SEX CRIMES",863
"1063","Greenwich Village/Financial District","THEFT OF SERVICES",133
"1064","Greenwich Village/Financial District","THEFT-FRAUD",722
"1065","Greenwich Village/Financial District","UNAUTHORIZED USE OF A VEHICLE",117
"1066","Greenwich Village/Financial District","VEHICLE AND TRAFFIC LAWS",595
"1067","Highbridge/South Concourse","(null)",2
"1068","Highbridge/South Concourse","ADMINISTRATIVE CODE",141
"1069","Highbridge/South Concourse","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",19
"1070","Highbridge/South Concourse","ALCOHOLIC BEVERAGE CONTROL LAW",2
"1071","Highbridge/South Concourse","ANTICIPATORY OFFENSES",6
"1072","Highbridge/South Concourse","ARSON",81
"1073","Highbridge/South Concourse","ASSAULT 3 & RELATED OFFENSES",9599
"1074","Highbridge/South Concourse","BURGLAR'S TOOLS",35
"1075","Highbridge/South Concourse","BURGLARY",1570
"1076","Highbridge/South Concourse","CANNABIS RELATED OFFENSES",2
"1077","Highbridge/South Concourse","CHILD ABANDONMENT/NON SUPPORT",12
"1078","Highbridge/South Concourse","CRIMINAL MISCHIEF & RELATED OF",6685
"1079","Highbridge/South Concourse","CRIMINAL TRESPASS",380
"1080","Highbridge/South Concourse","DANGEROUS DRUGS",2307
"1081","Highbridge/South Concourse","DANGEROUS WEAPONS",1325
"1082","Highbridge/South Concourse","DISORDERLY CONDUCT",4
"1083","Highbridge/South Concourse","ENDAN WELFARE INCOMP",2
"1084","Highbridge/South Concourse","ESCAPE 3",1
"1085","Highbridge/South Concourse","FELONY ASSAULT",4676
"1086","Highbridge/South Concourse","FORGERY",1137
"1087","Highbridge/South Concourse","FRAUDS",179
"1088","Highbridge/South Concourse","FRAUDULENT ACCOSTING",5
"1089","Highbridge/South Concourse","GAMBLING",17
"1090","Highbridge/South Concourse","GRAND LARCENY",4546
"1091","Highbridge/South Concourse","GRAND LARCENY OF MOTOR VEHICLE",1096
"1092","Highbridge/South Concourse","HARRASSMENT 2",10571
"1093","Highbridge/South Concourse","HOMICIDE-NEGLIGENT,UNCLASSIFIE",4
"1094","Highbridge/South Concourse","INTOXICATED & IMPAIRED DRIVING",181
"1095","Highbridge/South Concourse","JOSTLING",2
"1096","Highbridge/South Concourse","KIDNAPPING",4
"1097","Highbridge/South Concourse","KIDNAPPING & RELATED OFFENSES",20
"1098","Highbridge/South Concourse","MISCELLANEOUS PENAL LAW",1122
"1099","Highbridge/South Concourse","MURDER & NON-NEGL. MANSLAUGHTER",65
"1100","Highbridge/South Concourse","NEW YORK CITY HEALTH CODE",1
"1101","Highbridge/South Concourse","NYS LAWS-UNCLASSIFIED FELONY",57
"1102","Highbridge/South Concourse","NYS LAWS-UNCLASSIFIED VIOLATION",1
"1103","Highbridge/South Concourse","OFF. AGNST PUB ORD SENSBLTY &",2574
"1104","Highbridge/South Concourse","OFFENSES AGAINST PUBLIC ADMINI",1620
"1105","Highbridge/South Concourse","OFFENSES AGAINST PUBLIC SAFETY",12
"1106","Highbridge/South Concourse","OFFENSES AGAINST THE PERSON",184
"1107","Highbridge/South Concourse","OFFENSES INVOLVING FRAUD",615
"1108","Highbridge/South Concourse","OFFENSES RELATED TO CHILDREN",18
"1109","Highbridge/South Concourse","OTHER OFFENSES RELATED TO THEF",113
"1110","Highbridge/South Concourse","OTHER STATE LAWS",3
"1111","Highbridge/South Concourse","OTHER STATE LAWS (NON PENAL LA",108
"1112","Highbridge/South Concourse","PETIT LARCENY",10596
"1113","Highbridge/South Concourse","PETIT LARCENY OF MOTOR VEHICLE",3
"1114","Highbridge/South Concourse","POSSESSION OF STOLEN PROPERTY",252
"1115","Highbridge/South Concourse","PROSTITUTION & RELATED OFFENSES",9
"1116","Highbridge/South Concourse","RAPE",196
"1117","Highbridge/South Concourse","ROBBERY",2859
"1118","Highbridge/South Concourse","SEX CRIMES",841
"1119","Highbridge/South Concourse","THEFT OF SERVICES",69
"1120","Highbridge/South Concourse","THEFT-FRAUD",285
"1121","Highbridge/South Concourse","UNAUTHORIZED USE OF A VEHICLE",113
"1122","Highbridge/South Concourse","VEHICLE AND TRAFFIC LAWS",1292
"1123","Hillcrest/Fresh Meadows","(null)",1
"1124","Hillcrest/Fresh Meadows","ADMINISTRATIVE CODE",52
"1125","Hillcrest/Fresh Meadows","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",4
"1126","Hillcrest/Fresh Meadows","ARSON",34
"1127","Hillcrest/Fresh Meadows","ASSAULT 3 & RELATED OFFENSES",2806
"1128","Hillcrest/Fresh Meadows","BURGLAR'S TOOLS",9
"1129","Hillcrest/Fresh Meadows","BURGLARY",1215
"1130","Hillcrest/Fresh Meadows","CRIMINAL MISCHIEF & RELATED OF",4020
"1131","Hillcrest/Fresh Meadows","CRIMINAL TRESPASS",160
"1132","Hillcrest/Fresh Meadows","DANGEROUS DRUGS",197
"1133","Hillcrest/Fresh Meadows","DANGEROUS WEAPONS",213
"1134","Hillcrest/Fresh Meadows","DISORDERLY CONDUCT",2
"1135","Hillcrest/Fresh Meadows","ENDAN WELFARE INCOMP",3
"1136","Hillcrest/Fresh Meadows","FELONY ASSAULT",974
"1137","Hillcrest/Fresh Meadows","FORGERY",267
"1138","Hillcrest/Fresh Meadows","FRAUDS",139
"1139","Hillcrest/Fresh Meadows","GRAND LARCENY",3180
"1140","Hillcrest/Fresh Meadows","GRAND LARCENY OF MOTOR VEHICLE",868
"1141","Hillcrest/Fresh Meadows","HARRASSMENT 2",4886
"1142","Hillcrest/Fresh Meadows","HOMICIDE-NEGLIGENT-VEHICLE",2
"1143","Hillcrest/Fresh Meadows","INTOXICATED & IMPAIRED DRIVING",338
"1144","Hillcrest/Fresh Meadows","INTOXICATED/IMPAIRED DRIVING",1
"1145","Hillcrest/Fresh Meadows","JOSTLING",1
"1146","Hillcrest/Fresh Meadows","KIDNAPPING & RELATED OFFENSES",10
"1147","Hillcrest/Fresh Meadows","MISCELLANEOUS PENAL LAW",908
"1148","Hillcrest/Fresh Meadows","MURDER & NON-NEGL. MANSLAUGHTER",6
"1149","Hillcrest/Fresh Meadows","NYS LAWS-UNCLASSIFIED FELONY",15
"1150","Hillcrest/Fresh Meadows","OFF. AGNST PUB ORD SENSBLTY &",1341
"1151","Hillcrest/Fresh Meadows","OFFENSES AGAINST PUBLIC ADMINI",417
"1152","Hillcrest/Fresh Meadows","OFFENSES AGAINST PUBLIC SAFETY",1
"1153","Hillcrest/Fresh Meadows","OFFENSES AGAINST THE PERSON",38
"1154","Hillcrest/Fresh Meadows","OFFENSES INVOLVING FRAUD",134
"1155","Hillcrest/Fresh Meadows","OFFENSES RELATED TO CHILDREN",1
"1156","Hillcrest/Fresh Meadows","OTHER OFFENSES RELATED TO THEF",45
"1157","Hillcrest/Fresh Meadows","OTHER STATE LAWS (NON PENAL LA",11
"1158","Hillcrest/Fresh Meadows","PETIT LARCENY",5645
"1159","Hillcrest/Fresh Meadows","PETIT LARCENY OF MOTOR VEHICLE",6
"1160","Hillcrest/Fresh Meadows","POSSESSION OF STOLEN PROPERTY",117
"1161","Hillcrest/Fresh Meadows","PROSTITUTION & RELATED OFFENSES",3
"1162","Hillcrest/Fresh Meadows","RAPE",113
"1163","Hillcrest/Fresh Meadows","ROBBERY",956
"1164","Hillcrest/Fresh Meadows","SEX CRIMES",420
"1165","Hillcrest/Fresh Meadows","THEFT OF SERVICES",2
"1166","Hillcrest/Fresh Meadows","THEFT-FRAUD",280
"1167","Hillcrest/Fresh Meadows","UNAUTHORIZED USE OF A VEHICLE",200
"1168","Hillcrest/Fresh Meadows","UNLAWFUL POSS. WEAP. ON SCHOOL",6
"1169","Hillcrest/Fresh Meadows","VEHICLE AND TRAFFIC LAWS",527
"1170","Jackson Heights","ADMINISTRATIVE CODE",125
"1171","Jackson Heights","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",5
"1172","Jackson Heights","ALCOHOLIC BEVERAGE CONTROL LAW",3
"1173","Jackson Heights","ARSON",43
"1174","Jackson Heights","ASSAULT 3 & RELATED OFFENSES",6510
"1175","Jackson Heights","BURGLAR'S TOOLS",40
"1176","Jackson Heights","BURGLARY",1040
"1177","Jackson Heights","CANNABIS RELATED OFFENSES",2
"1178","Jackson Heights","CHILD ABANDONMENT/NON SUPPORT",2
"1179","Jackson Heights","CRIMINAL MISCHIEF & RELATED OF",4454
"1180","Jackson Heights","CRIMINAL TRESPASS",273
"1181","Jackson Heights","DANGEROUS DRUGS",839
"1182","Jackson Heights","DANGEROUS WEAPONS",1229
"1183","Jackson Heights","DISORDERLY CONDUCT",2
"1184","Jackson Heights","DISRUPTION OF A RELIGIOUS SERV",2
"1185","Jackson Heights","ENDAN WELFARE INCOMP",1
"1186","Jackson Heights","ESCAPE 3",1
"1187","Jackson Heights","FELONY ASSAULT",2183
"1188","Jackson Heights","FELONY SEX CRIMES",1
"1189","Jackson Heights","FORGERY",550
"1190","Jackson Heights","FRAUDS",339
"1191","Jackson Heights","FRAUDULENT ACCOSTING",2
"1192","Jackson Heights","GAMBLING",3
"1193","Jackson Heights","GRAND LARCENY",4222
"1194","Jackson Heights","GRAND LARCENY OF MOTOR VEHICLE",1158
"1195","Jackson Heights","HARRASSMENT 2",6972
"1196","Jackson Heights","HOMICIDE-NEGLIGENT-VEHICLE",1
"1197","Jackson Heights","INTOXICATED & IMPAIRED DRIVING",629
"1198","Jackson Heights","JOSTLING",1
"1199","Jackson Heights","KIDNAPPING",2
"1200","Jackson Heights","KIDNAPPING & RELATED OFFENSES",22
"1201","Jackson Heights","MISCELLANEOUS PENAL LAW",1453
"1202","Jackson Heights","MURDER & NON-NEGL. MANSLAUGHTER",30
"1203","Jackson Heights","NYS LAWS-UNCLASSIFIED FELONY",34
"1204","Jackson Heights","OFF. AGNST PUB ORD SENSBLTY &",1074
"1205","Jackson Heights","OFFENSES AGAINST PUBLIC ADMINI",419
"1206","Jackson Heights","OFFENSES AGAINST PUBLIC SAFETY",2
"1207","Jackson Heights","OFFENSES AGAINST THE PERSON",133
"1208","Jackson Heights","OFFENSES INVOLVING FRAUD",147
"1209","Jackson Heights","OTHER OFFENSES RELATED TO THEF",130
"1210","Jackson Heights","OTHER STATE LAWS",4
"1211","Jackson Heights","OTHER STATE LAWS (NON PENAL LA",13
"1212","Jackson Heights","PETIT LARCENY",8166
"1213","Jackson Heights","PETIT LARCENY OF MOTOR VEHICLE",23
"1214","Jackson Heights","POSSESSION OF STOLEN PROPERTY",167
"1215","Jackson Heights","PROSTITUTION & RELATED OFFENSES",9
"1216","Jackson Heights","RAPE",174
"1217","Jackson Heights","ROBBERY",1619
"1218","Jackson Heights","SEX CRIMES",1298
"1219","Jackson Heights","THEFT OF SERVICES",43
"1220","Jackson Heights","THEFT-FRAUD",304
"1221","Jackson Heights","UNAUTHORIZED USE OF A VEHICLE",551
"1222","Jackson Heights","VEHICLE AND TRAFFIC LAWS",867
"1223","Jamaica","(null)",1
"1224","Jamaica","ADMINISTRATIVE CODE",311
"1225","Jamaica","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",22
"1226","Jamaica","ALCOHOLIC BEVERAGE CONTROL LAW",15
"1227","Jamaica","ANTICIPATORY OFFENSES",3
"1228","Jamaica","ARSON",174
"1229","Jamaica","ASSAULT 3 & RELATED OFFENSES",10253
"1230","Jamaica","BURGLAR'S TOOLS",37
"1231","Jamaica","BURGLARY",1974
"1232","Jamaica","CANNABIS RELATED OFFENSES",4
"1233","Jamaica","CHILD ABANDONMENT/NON SUPPORT",3
"1234","Jamaica","CRIMINAL MISCHIEF & RELATED OF",9473
"1235","Jamaica","CRIMINAL TRESPASS",546
"1236","Jamaica","DANGEROUS DRUGS",1817
"1237","Jamaica","DANGEROUS WEAPONS",2142
"1238","Jamaica","DISORDERLY CONDUCT",4
"1239","Jamaica","ENDAN WELFARE INCOMP",4
"1240","Jamaica","ESCAPE 3",2
"1241","Jamaica","FELONY ASSAULT",5167
"1242","Jamaica","FORGERY",1421
"1243","Jamaica","FRAUDS",367
"1244","Jamaica","FRAUDULENT ACCOSTING",52
"1245","Jamaica","GAMBLING",18
"1246","Jamaica","GRAND LARCENY",5377
"1247","Jamaica","GRAND LARCENY OF MOTOR VEHICLE",1826
"1248","Jamaica","HARRASSMENT 2",12428
"1249","Jamaica","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"1250","Jamaica","INTOXICATED & IMPAIRED DRIVING",607
"1251","Jamaica","JOSTLING",2
"1252","Jamaica","KIDNAPPING & RELATED OFFENSES",43
"1253","Jamaica","MISCELLANEOUS PENAL LAW",3796
"1254","Jamaica","MURDER & NON-NEGL. MANSLAUGHTER",82
"1255","Jamaica","NYS LAWS-UNCLASSIFIED FELONY",67
"1256","Jamaica","NYS LAWS-UNCLASSIFIED VIOLATION",1
"1257","Jamaica","OFF. AGNST PUB ORD SENSBLTY &",4264
"1258","Jamaica","OFFENSES AGAINST PUBLIC ADMINI",1724
"1259","Jamaica","OFFENSES AGAINST PUBLIC SAFETY",6
"1260","Jamaica","OFFENSES AGAINST THE PERSON",200
"1261","Jamaica","OFFENSES INVOLVING FRAUD",122
"1262","Jamaica","OFFENSES RELATED TO CHILDREN",1
"1263","Jamaica","OTHER OFFENSES RELATED TO THEF",104
"1264","Jamaica","OTHER STATE LAWS",3
"1265","Jamaica","OTHER STATE LAWS (NON PENAL LA",90
"1266","Jamaica","OTHER STATE LAWS (NON PENAL LAW)",1
"1267","Jamaica","PETIT LARCENY",13042
"1268","Jamaica","PETIT LARCENY OF MOTOR VEHICLE",3
"1269","Jamaica","POSSESSION OF STOLEN PROPERTY",420
"1270","Jamaica","PROSTITUTION & RELATED OFFENSES",13
"1271","Jamaica","RAPE",295
"1272","Jamaica","ROBBERY",3068
"1273","Jamaica","SEX CRIMES",1291
"1274","Jamaica","THEFT OF SERVICES",69
"1275","Jamaica","THEFT-FRAUD",505
"1276","Jamaica","UNAUTHORIZED USE OF A VEHICLE",473
"1277","Jamaica","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1278","Jamaica","VEHICLE AND TRAFFIC LAWS",2723
"1279","Lower East Side/Chinatown","ADMINISTRATIVE CODE",69
"1280","Lower East Side/Chinatown","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",12
"1281","Lower East Side/Chinatown","ARSON",104
"1282","Lower East Side/Chinatown","ASSAULT 3 & RELATED OFFENSES",8701
"1283","Lower East Side/Chinatown","BURGLAR'S TOOLS",123
"1284","Lower East Side/Chinatown","BURGLARY",2861
"1285","Lower East Side/Chinatown","CANNABIS RELATED OFFENSES",1
"1286","Lower East Side/Chinatown","CHILD ABANDONMENT/NON SUPPORT",4
"1287","Lower East Side/Chinatown","CRIMINAL MISCHIEF & RELATED OF",7476
"1288","Lower East Side/Chinatown","CRIMINAL TRESPASS",764
"1289","Lower East Side/Chinatown","DANGEROUS DRUGS",2159
"1290","Lower East Side/Chinatown","DANGEROUS WEAPONS",843
"1291","Lower East Side/Chinatown","DISORDERLY CONDUCT",4
"1292","Lower East Side/Chinatown","ENDAN WELFARE INCOMP",5
"1293","Lower East Side/Chinatown","ESCAPE 3",1
"1294","Lower East Side/Chinatown","FELONY ASSAULT",3260
"1295","Lower East Side/Chinatown","FORGERY",542
"1296","Lower East Side/Chinatown","FRAUDS",343
"1297","Lower East Side/Chinatown","FRAUDULENT ACCOSTING",17
"1298","Lower East Side/Chinatown","GAMBLING",16
"1299","Lower East Side/Chinatown","GRAND LARCENY",11191
"1300","Lower East Side/Chinatown","GRAND LARCENY OF MOTOR VEHICLE",678
"1301","Lower East Side/Chinatown","HARRASSMENT 2",10334
"1302","Lower East Side/Chinatown","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1303","Lower East Side/Chinatown","HOMICIDE-NEGLIGENT-VEHICLE",1
"1304","Lower East Side/Chinatown","INTOXICATED & IMPAIRED DRIVING",326
"1305","Lower East Side/Chinatown","INTOXICATED/IMPAIRED DRIVING",1
"1306","Lower East Side/Chinatown","JOSTLING",21
"1307","Lower East Side/Chinatown","KIDNAPPING",2
"1308","Lower East Side/Chinatown","KIDNAPPING & RELATED OFFENSES",17
"1309","Lower East Side/Chinatown","LOITERING/GAMBLING (CARDS, DIC",2
"1310","Lower East Side/Chinatown","MISCELLANEOUS PENAL LAW",1509
"1311","Lower East Side/Chinatown","MURDER & NON-NEGL. MANSLAUGHTER",40
"1312","Lower East Side/Chinatown","NEW YORK CITY HEALTH CODE",1
"1313","Lower East Side/Chinatown","NYS LAWS-UNCLASSIFIED FELONY",923
"1314","Lower East Side/Chinatown","NYS LAWS-UNCLASSIFIED VIOLATION",3
"1315","Lower East Side/Chinatown","OFF. AGNST PUB ORD SENSBLTY &",3038
"1316","Lower East Side/Chinatown","OFFENSES AGAINST PUBLIC ADMINI",1586
"1317","Lower East Side/Chinatown","OFFENSES AGAINST PUBLIC SAFETY",6
"1318","Lower East Side/Chinatown","OFFENSES AGAINST THE PERSON",218
"1319","Lower East Side/Chinatown","OFFENSES INVOLVING FRAUD",637
"1320","Lower East Side/Chinatown","OTHER OFFENSES RELATED TO THEF",216
"1321","Lower East Side/Chinatown","OTHER STATE LAWS",7
"1322","Lower East Side/Chinatown","OTHER STATE LAWS (NON PENAL LA",54
"1323","Lower East Side/Chinatown","PETIT LARCENY",19898
"1324","Lower East Side/Chinatown","PETIT LARCENY OF MOTOR VEHICLE",17
"1325","Lower East Side/Chinatown","POSSESSION OF STOLEN PROPERTY",246
"1326","Lower East Side/Chinatown","PROSTITUTION & RELATED OFFENSES",2
"1327","Lower East Side/Chinatown","RAPE",227
